"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2010","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Females","181,171",""
"2010","Estonia","Age reached during the year","Total","Number","Total","2,810",""
"2010","Estonia","Age reached during the year","Total","Number","Males","1,637",""
"2010","Estonia","Age reached during the year","Total","Number","Females","1,173",""
"2010","Ireland","Age reached during the year","Total","Number","Total","52,339",""
"2010","Ireland","Age reached during the year","Total","Number","Males","25,908",""
"2010","Ireland","Age reached during the year","Total","Number","Females","26,431",""
"2010","Greece","Age reached during the year","Total","Number","Total","60,462",""
"2010","Greece","Age reached during the year","Total","Number","Males","32,744",""
"2010","Greece","Age reached during the year","Total","Number","Females","27,718",""
"2010","Spain","Age reached during the year","Total","Number","Total","360,705",""
"2010","Spain","Age reached during the year","Total","Number","Males","176,828",""
"2010","Spain","Age reached during the year","Total","Number","Females","183,877",""
"2010","France","Age reached during the year","Total","Number","Total","307,111","b"
"2010","France","Age reached during the year","Total","Number","Males","146,681","b"
"2010","France","Age reached during the year","Total","Number","Females","160,430","b"
"2010","Croatia","Age reached during the year","Total","Number","Total","8,846",""
"2010","Croatia","Age reached during the year","Total","Number","Males","4,766",""
"2010","Croatia","Age reached during the year","Total","Number","Females","4,080",""
"2010","Italy","Age reached during the year","Total","Number","Total","458,856",""
"2010","Italy","Age reached during the year","Total","Number","Males","207,720",""
"2010","Italy","Age reached during the year","Total","Number","Females","251,136",""
"2010","Cyprus","Age reached during the year","Total","Number","Total","20,206",""
"2010","Cyprus","Age reached during the year","Total","Number","Males","8,712",""
"2010","Cyprus","Age reached during the year","Total","Number","Females","11,494",""
"2010","Latvia","Age reached during the year","Total","Number","Total","4,011",""
"2010","Latvia","Age reached during the year","Total","Number","Males","2,315",""
"2010","Latvia","Age reached during the year","Total","Number","Females","1,696",""
"2010","Lithuania","Age reached during the year","Total","Number","Total","5,213",""
"2010","Lithuania","Age reached during the year","Total","Number","Males","2,792",""
"2010","Lithuania","Age reached during the year","Total","Number","Females","2,421",""
"2010","Luxembourg","Age reached during the year","Total","Number","Total","16,962",""
"2010","Luxembourg","Age reached during the year","Total","Number","Males","9,271",""
"2010","Luxembourg","Age reached during the year","Total","Number","Females","7,691",""
"2010","Hungary","Age reached during the year","Total","Number","Total","25,519","b"
"2010","Hungary","Age reached during the year","Total","Number","Males","14,290","b"
"2010","Hungary","Age reached during the year","Total","Number","Females","11,229","b"
"2010","Malta","Age reached during the year","Total","Number","Total","4,275",""
"2010","Malta","Age reached during the year","Total","Number","Males","2,339",""
"2010","Malta","Age reached during the year","Total","Number","Females","1,936",""
"2010","Netherlands","Age reached during the year","Total","Number","Total","126,776",""
"2010","Netherlands","Age reached during the year","Total","Number","Males","64,560",""
"2010","Netherlands","Age reached during the year","Total","Number","Females","62,216",""
"2010","Austria","Age reached during the year","Total","Number","Total","70,978",""
"2010","Austria","Age reached during the year","Total","Number","Males","37,115",""
"2010","Austria","Age reached during the year","Total","Number","Females","33,863",""
"2010","Poland","Age reached during the year","Total","Number","Total","155,131",""
"2010","Poland","Age reached during the year","Total","Number","Males","101,648",""
"2010","Poland","Age reached during the year","Total","Number","Females","53,483",""
"2010","Portugal","Age reached during the year","Total","Number","Total","27,575",""
"2010","Portugal","Age reached during the year","Total","Number","Males","11,491",""
"2010","Portugal","Age reached during the year","Total","Number","Females","16,084",""
"2010","Romania","Age reached during the year","Total","Number","Total","149,885",""
"2010","Romania","Age reached during the year","Total","Number","Males","85,486",""
"2010","Romania","Age reached during the year","Total","Number","Females","64,399",""
"2010","Slovenia","Age reached during the year","Total","Number","Total","15,416",""
"2010","Slovenia","Age reached during the year","Total","Number","Males","9,841",""
"2010","Slovenia","Age reached during the year","Total","Number","Females","5,575",""
"2010","Slovakia","Age reached during the year","Total","Number","Total","5,272",""
"2010","Slovakia","Age reached during the year","Total","Number","Males","3,247",""
"2010","Slovakia","Age reached during the year","Total","Number","Females","2,025",""
"2010","Finland","Age reached during the year","Total","Number","Total","25,636",""
"2010","Finland","Age reached during the year","Total","Number","Males","13,459",""
"2010","Finland","Age reached during the year","Total","Number","Females","12,177",""
"2010","Sweden","Age reached during the year","Total","Number","Total","98,801",""
"2010","Sweden","Age reached during the year","Total","Number","Males","52,638",""
"2010","Sweden","Age reached during the year","Total","Number","Females","46,163",""
"2010","Iceland","Age reached during the year","Total","Number","Total","3,948",""
"2010","Iceland","Age reached during the year","Total","Number","Males","2,051",""
"2010","Iceland","Age reached during the year","Total","Number","Females","1,897",""
"2010","Liechtenstein","Age reached during the year","Total","Number","Total","591",""
"2010","Liechtenstein","Age reached during the year","Total","Number","Males","306",""
"2010","Liechtenstein","Age reached during the year","Total","Number","Females","285",""
"2010","Norway","Age reached during the year","Total","Number","Total","69,214",""
"2010","Norway","Age reached during the year","Total","Number","Males","37,780",""
"2010","Norway","Age reached during the year","Total","Number","Females","31,434",""
"2010","Switzerland","Age reached during the year","Total","Number","Total","161,778",""
"2010","Switzerland","Age reached during the year","Total","Number","Males","85,265",""
"2010","Switzerland","Age reached during the year","Total","Number","Females","76,513",""
"2010","United Kingdom","Age reached during the year","Total","Number","Total","590,950",""
"2010","United Kingdom","Age reached during the year","Total","Number","Males","326,909",""
"2010","United Kingdom","Age reached during the year","Total","Number","Females","264,041",""
"2010","Montenegro","Age reached during the year","Total","Number","Total","5,749",""
"2010","Montenegro","Age reached during the year","Total","Number","Males","3,211",""
"2010","Montenegro","Age reached during the year","Total","Number","Females","2,538",""
"2010","North Macedonia","Age reached during the year","Total","Number","Total","1,359",""
"2010","North Macedonia","Age reached during the year","Total","Number","Males","610",""
"2010","North Macedonia","Age reached during the year","Total","Number","Females","749",""
"2011","Belgium","Age reached during the year","Total","Number","Total","147,377","b"
"2011","Belgium","Age reached during the year","Total","Number","Males","78,465","b"
"2011","Belgium","Age reached during the year","Total","Number","Females","68,912","b"
"2011","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2011","Bulgaria","Age reached during the year","Total","Number","Males",":",""
"2011","Bulgaria","Age reached during the year","Total","Number","Females",":",""
"2011","Czechia","Age reached during the year","Total","Number","Total","27,114","b"
"2011","Czechia","Age reached during the year","Total","Number","Males","14,760",""
"2011","Czechia","Age reached during the year","Total","Number","Females","12,354",""
"2011","Denmark","Age reached during the year","Total","Number","Total","52,833",""
"2011","Denmark","Age reached during the year","Total","Number","Males","27,199",""
"2011","Denmark","Age reached during the year","Total","Number","Females","25,634",""
"2011","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","489,422",""
"2011","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Males","276,699",""
"2011","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Females","212,723",""
"2011","Estonia","Age reached during the year","Total","Number","Total","3,709",""
"2011","Estonia","Age reached during the year","Total","Number","Males","2,132",""
"2011","Estonia","Age reached during the year","Total","Number","Females","1,577",""
"2011","Ireland","Age reached during the year","Total","Number","Total","57,292","b"
"2011","Ireland","Age reached during the year","Total","Number","Males","27,548","b"
"2011","Ireland","Age reached during the year","Total","Number","Females","29,744","b"
"2011","Greece","Age reached during the year","Total","Number","Total","60,089","b"
"2011","Greece","Age reached during the year","Total","Number","Males","32,478",""
"2011","Greece","Age reached during the year","Total","Number","Females","27,611",""
"2011","Spain","Age reached during the year","Total","Number","Total","371,331",""
"2011","Spain","Age reached during the year","Total","Number","Males","180,945",""
"2011","Spain","Age reached during the year","Total","Number","Females","190,386",""
"2011","France","Age reached during the year","Total","Number","Total","319,816",""
"2011","France","Age reached during the year","Total","Number","Males","153,022",""
"2011","France","Age reached during the year","Total","Number","Females","166,794",""
"2011","Croatia","Age reached during the year","Total","Number","Total","8,534",""
"2011","Croatia","Age reached during the year","Total","Number","Males","4,254",""
"2011","Croatia","Age reached during the year","Total","Number","Females","4,280",""
"2011","Italy","Age reached during the year","Total","Number","Total","385,793",""
"2011","Italy","Age reached during the year","Total","Number","Males","185,668",""
"2011","Italy","Age reached during the year","Total","Number","Females","200,125",""
"2011","Cyprus","Age reached during the year","Total","Number","Total","23,037",""
"2011","Cyprus","Age reached during the year","Total","Number","Males","10,330",""
"2011","Cyprus","Age reached during the year","Total","Number","Females","12,707",""
"2011","Latvia","Age reached during the year","Total","Number","Total","10,234",""
"2011","Latvia","Age reached during the year","Total","Number","Males","6,300",""
"2011","Latvia","Age reached during the year","Total","Number","Females","3,934",""
"2011","Lithuania","Age reached during the year","Total","Number","Total","15,685",""
"2011","Lithuania","Age reached during the year","Total","Number","Males","8,497",""
"2011","Lithuania","Age reached during the year","Total","Number","Females","7,188",""
"2011","Luxembourg","Age reached during the year","Total","Number","Total","20,268",""
"2011","Luxembourg","Age reached during the year","Total","Number","Males","11,102",""
"2011","Luxembourg","Age reached during the year","Total","Number","Females","9,166",""
"2011","Hungary","Age reached during the year","Total","Number","Total","28,018",""
"2011","Hungary","Age reached during the year","Total","Number","Males","15,404",""
"2011","Hungary","Age reached during the year","Total","Number","Females","12,614",""
"2011","Malta","Age reached during the year","Total","Number","Total","5,465",""
"2011","Malta","Age reached during the year","Total","Number","Males","3,106",""
"2011","Malta","Age reached during the year","Total","Number","Females","2,359",""
"2011","Netherlands","Age reached during the year","Total","Number","Total","130,118",""
"2011","Netherlands","Age reached during the year","Total","Number","Males","66,240",""
"2011","Netherlands","Age reached during the year","Total","Number","Females","63,878",""
"2011","Austria","Age reached during the year","Total","Number","Total","82,230",""
"2011","Austria","Age reached during the year","Total","Number","Males","44,223",""
"2011","Austria","Age reached during the year","Total","Number","Females","38,007",""
"2011","Poland","Age reached during the year","Total","Number","Total","157,059",""
"2011","Poland","Age reached during the year","Total","Number","Males","95,739",""
"2011","Poland","Age reached during the year","Total","Number","Females","61,320",""
"2011","Portugal","Age reached during the year","Total","Number","Total","19,667",""
"2011","Portugal","Age reached during the year","Total","Number","Males","11,081",""
"2011","Portugal","Age reached during the year","Total","Number","Females","8,586",""
"2011","Romania","Age reached during the year","Total","Number","Total","147,685",""
"2011","Romania","Age reached during the year","Total","Number","Males","83,931",""
"2011","Romania","Age reached during the year","Total","Number","Females","63,754",""
"2011","Slovenia","Age reached during the year","Total","Number","Total","14,083",""
"2011","Slovenia","Age reached during the year","Total","Number","Males","8,317",""
"2011","Slovenia","Age reached during the year","Total","Number","Females","5,766",""
"2011","Slovakia","Age reached during the year","Total","Number","Total","4,829",""
"2011","Slovakia","Age reached during the year","Total","Number","Males","3,013",""
"2011","Slovakia","Age reached during the year","Total","Number","Females","1,816",""
"2011","Finland","Age reached during the year","Total","Number","Total","29,481",""
"2011","Finland","Age reached during the year","Total","Number","Males","15,101",""
"2011","Finland","Age reached during the year","Total","Number","Females","14,380",""
"2011","Sweden","Age reached during the year","Total","Number","Total","96,467",""
"2011","Sweden","Age reached during the year","Total","Number","Males","50,824",""
"2011","Sweden","Age reached during the year","Total","Number","Females","45,643",""
"2011","Iceland","Age reached during the year","Total","Number","Total","4,073",""
"2011","Iceland","Age reached during the year","Total","Number","Males","2,070",""
"2011","Iceland","Age reached during the year","Total","Number","Females","2,003",""
"2011","Liechtenstein","Age reached during the year","Total","Number","Total","650",""
"2011","Liechtenstein","Age reached during the year","Total","Number","Males","322",""
"2011","Liechtenstein","Age reached during the year","Total","Number","Females","328",""
"2011","Norway","Age reached during the year","Total","Number","Total","70,337",""
"2011","Norway","Age reached during the year","Total","Number","Males","39,454",""
"2011","Norway","Age reached during the year","Total","Number","Females","30,883",""
"2011","Switzerland","Age reached during the year","Total","Number","Total","148,799","b"
"2011","Switzerland","Age reached during the year","Total","Number","Males","78,044","b"
"2011","Switzerland","Age reached during the year","Total","Number","Females","70,755","b"
"2011","United Kingdom","Age reached during the year","Total","Number","Total","566,044",""
"2011","United Kingdom","Age reached during the year","Total","Number","Males","307,746",""
"2011","United Kingdom","Age reached during the year","Total","Number","Females","258,298",""
"2011","Montenegro","Age reached during the year","Total","Number","Total","6,025",""
"2011","Montenegro","Age reached during the year","Total","Number","Males","3,583",""
"2011","Montenegro","Age reached during the year","Total","Number","Females","2,442",""
"2011","North Macedonia","Age reached during the year","Total","Number","Total","1,464",""
"2011","North Macedonia","Age reached during the year","Total","Number","Males","683",""
"2011","North Macedonia","Age reached during the year","Total","Number","Females","781",""
"2012","Belgium","Age reached during the year","Total","Number","Total","129,477",""
"2012","Belgium","Age reached during the year","Total","Number","Males","68,730",""
"2012","Belgium","Age reached during the year","Total","Number","Females","60,747",""
"2012","Bulgaria","Age reached during the year","Total","Number","Total","14,103","bp"
"2012","Bulgaria","Age reached during the year","Total","Number","Males","8,182","bp"
"2012","Bulgaria","Age reached during the year","Total","Number","Females","5,921","bp"
"2012","Czechia","Age reached during the year","Total","Number","Total","34,337",""
"2012","Czechia","Age reached during the year","Total","Number","Males","18,155",""
"2012","Czechia","Age reached during the year","Total","Number","Females","16,182",""
"2012","Denmark","Age reached during the year","Total","Number","Total","54,409",""
"2012","Denmark","Age reached during the year","Total","Number","Males","27,907",""
"2012","Denmark","Age reached during the year","Total","Number","Females","26,502",""
"2012","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","592,175",""
"2012","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Males","337,616",""
"2012","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Females","254,559",""
"2012","Estonia","Age reached during the year","Total","Number","Total","2,639",""
"2012","Estonia","Age reached during the year","Total","Number","Males","1,439",""
"2012","Estonia","Age reached during the year","Total","Number","Females","1,200",""
"2012","Ireland","Age reached during the year","Total","Number","Total","61,324",""
"2012","Ireland","Age reached during the year","Total","Number","Males","31,085",""
"2012","Ireland","Age reached during the year","Total","Number","Females","30,239",""
"2012","Greece","Age reached during the year","Total","Number","Total","58,200",""
"2012","Greece","Age reached during the year","Total","Number","Males","31,457",""
"2012","Greece","Age reached during the year","Total","Number","Females","26,743",""
"2012","Spain","Age reached during the year","Total","Number","Total","304,053",""
"2012","Spain","Age reached during the year","Total","Number","Males","149,749",""
"2012","Spain","Age reached during the year","Total","Number","Females","154,304",""
"2012","France","Age reached during the year","Total","Number","Total","327,431",""
"2012","France","Age reached during the year","Total","Number","Males","155,811",""
"2012","France","Age reached during the year","Total","Number","Females","171,620",""
"2012","Croatia","Age reached during the year","Total","Number","Total","8,959",""
"2012","Croatia","Age reached during the year","Total","Number","Males","4,639",""
"2012","Croatia","Age reached during the year","Total","Number","Females","4,320",""
"2012","Italy","Age reached during the year","Total","Number","Total","350,772",""
"2012","Italy","Age reached during the year","Total","Number","Males","171,596",""
"2012","Italy","Age reached during the year","Total","Number","Females","179,176",""
"2012","Cyprus","Age reached during the year","Total","Number","Total","17,476",""
"2012","Cyprus","Age reached during the year","Total","Number","Males","5,795",""
"2012","Cyprus","Age reached during the year","Total","Number","Females","11,681",""
"2012","Latvia","Age reached during the year","Total","Number","Total","13,303",""
"2012","Latvia","Age reached during the year","Total","Number","Males","7,843",""
"2012","Latvia","Age reached during the year","Total","Number","Females","5,460",""
"2012","Lithuania","Age reached during the year","Total","Number","Total","19,843",""
"2012","Lithuania","Age reached during the year","Total","Number","Males","10,906",""
"2012","Lithuania","Age reached during the year","Total","Number","Females","8,937",""
"2012","Luxembourg","Age reached during the year","Total","Number","Total","20,478",""
"2012","Luxembourg","Age reached during the year","Total","Number","Males","11,119",""
"2012","Luxembourg","Age reached during the year","Total","Number","Females","9,359",""
"2012","Hungary","Age reached during the year","Total","Number","Total","33,702",""
"2012","Hungary","Age reached during the year","Total","Number","Males","18,630",""
"2012","Hungary","Age reached during the year","Total","Number","Females","15,072",""
"2012","Malta","Age reached during the year","Total","Number","Total","8,256",""
"2012","Malta","Age reached during the year","Total","Number","Males","4,639",""
"2012","Malta","Age reached during the year","Total","Number","Females","3,617",""
"2012","Netherlands","Age reached during the year","Total","Number","Total","124,566",""
"2012","Netherlands","Age reached during the year","Total","Number","Males","63,313",""
"2012","Netherlands","Age reached during the year","Total","Number","Females","61,253",""
"2012","Austria","Age reached during the year","Total","Number","Total","91,557",""
"2012","Austria","Age reached during the year","Total","Number","Males","49,033",""
"2012","Austria","Age reached during the year","Total","Number","Females","42,524",""
"2012","Poland","Age reached during the year","Total","Number","Total","217,546",""
"2012","Poland","Age reached during the year","Total","Number","Males","128,318",""
"2012","Poland","Age reached during the year","Total","Number","Females","89,228",""
"2012","Portugal","Age reached during the year","Total","Number","Total","14,606",""
"2012","Portugal","Age reached during the year","Total","Number","Males","8,100",""
"2012","Portugal","Age reached during the year","Total","Number","Females","6,506",""
"2012","Romania","Age reached during the year","Total","Number","Total","167,266",""
"2012","Romania","Age reached during the year","Total","Number","Males","94,047",""
"2012","Romania","Age reached during the year","Total","Number","Females","73,219",""
"2012","Slovenia","Age reached during the year","Total","Number","Total","15,022",""
"2012","Slovenia","Age reached during the year","Total","Number","Males","9,102",""
"2012","Slovenia","Age reached during the year","Total","Number","Females","5,920",""
"2012","Slovakia","Age reached during the year","Total","Number","Total","5,419","p"
"2012","Slovakia","Age reached during the year","Total","Number","Males","3,218","p"
"2012","Slovakia","Age reached during the year","Total","Number","Females","2,201","p"
"2012","Finland","Age reached during the year","Total","Number","Total","31,278",""
"2012","Finland","Age reached during the year","Total","Number","Males","16,100",""
"2012","Finland","Age reached during the year","Total","Number","Females","15,178",""
"2012","Sweden","Age reached during the year","Total","Number","Total","103,059",""
"2012","Sweden","Age reached during the year","Total","Number","Males","53,386",""
"2012","Sweden","Age reached during the year","Total","Number","Females","49,673",""
"2012","Iceland","Age reached during the year","Total","Number","Total","4,960",""
"2012","Iceland","Age reached during the year","Total","Number","Males","2,507",""
"2012","Iceland","Age reached during the year","Total","Number","Females","2,453",""
"2012","Liechtenstein","Age reached during the year","Total","Number","Total","671",""
"2012","Liechtenstein","Age reached during the year","Total","Number","Males","357",""
"2012","Liechtenstein","Age reached during the year","Total","Number","Females","314",""
"2012","Norway","Age reached during the year","Total","Number","Total","69,908",""
"2012","Norway","Age reached during the year","Total","Number","Males","38,415",""
"2012","Norway","Age reached during the year","Total","Number","Females","31,493",""
"2012","Switzerland","Age reached during the year","Total","Number","Total","149,051",""
"2012","Switzerland","Age reached during the year","Total","Number","Males","78,465",""
"2012","Switzerland","Age reached during the year","Total","Number","Females","70,586",""
"2012","United Kingdom","Age reached during the year","Total","Number","Total","498,040",""
"2012","United Kingdom","Age reached during the year","Total","Number","Males","252,583",""
"2012","United Kingdom","Age reached during the year","Total","Number","Females","245,457",""
"2012","Montenegro","Age reached during the year","Total","Number","Total","5,727",""
"2012","Montenegro","Age reached during the year","Total","Number","Males","3,330",""
"2012","Montenegro","Age reached during the year","Total","Number","Females","2,397",""
"2012","North Macedonia","Age reached during the year","Total","Number","Total","1,715",""
"2012","North Macedonia","Age reached during the year","Total","Number","Males","788",""
"2012","North Macedonia","Age reached during the year","Total","Number","Females","927",""
"2013","Belgium","Age reached during the year","Total","Number","Total","120,078",""
"2013","Belgium","Age reached during the year","Total","Number","Males","62,875",""
"2013","Belgium","Age reached during the year","Total","Number","Females","57,203",""
"2013","Bulgaria","Age reached during the year","Total","Number","Total","18,570","p"
"2013","Bulgaria","Age reached during the year","Total","Number","Males","10,496","p"
"2013","Bulgaria","Age reached during the year","Total","Number","Females","8,074","p"
"2013","Czechia","Age reached during the year","Total","Number","Total","30,124","b"
"2013","Czechia","Age reached during the year","Total","Number","Males","16,361",""
"2013","Czechia","Age reached during the year","Total","Number","Females","13,763",""
"2013","Denmark","Age reached during the year","Total","Number","Total","60,312",""
"2013","Denmark","Age reached during the year","Total","Number","Males","31,371",""
"2013","Denmark","Age reached during the year","Total","Number","Females","28,941",""
"2013","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","692,713",""
"2013","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Males","398,964",""
"2013","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Females","293,749",""
"2013","Estonia","Age reached during the year","Total","Number","Total","4,109",""
"2013","Estonia","Age reached during the year","Total","Number","Males","2,214",""
"2013","Estonia","Age reached during the year","Total","Number","Females","1,895",""
"2013","Ireland","Age reached during the year","Total","Number","Total","65,539",""
"2013","Ireland","Age reached during the year","Total","Number","Males","31,241",""
"2013","Ireland","Age reached during the year","Total","Number","Females","34,298",""
"2013","Greece","Age reached during the year","Total","Number","Total","57,946",""
"2013","Greece","Age reached during the year","Total","Number","Males","31,320",""
"2013","Greece","Age reached during the year","Total","Number","Females","26,626",""
"2013","Spain","Age reached during the year","Total","Number","Total","280,772",""
"2013","Spain","Age reached during the year","Total","Number","Males","139,473",""
"2013","Spain","Age reached during the year","Total","Number","Females","141,299",""
"2013","France","Age reached during the year","Total","Number","Total","338,752",""
"2013","France","Age reached during the year","Total","Number","Males","161,862",""
"2013","France","Age reached during the year","Total","Number","Females","176,890",""
"2013","Croatia","Age reached during the year","Total","Number","Total","10,378",""
"2013","Croatia","Age reached during the year","Total","Number","Males","5,424",""
"2013","Croatia","Age reached during the year","Total","Number","Females","4,954",""
"2013","Italy","Age reached during the year","Total","Number","Total","307,454",""
"2013","Italy","Age reached during the year","Total","Number","Males","148,112",""
"2013","Italy","Age reached during the year","Total","Number","Females","159,342",""
"2013","Cyprus","Age reached during the year","Total","Number","Total","13,149",""
"2013","Cyprus","Age reached during the year","Total","Number","Males","6,474",""
"2013","Cyprus","Age reached during the year","Total","Number","Females","6,675",""
"2013","Latvia","Age reached during the year","Total","Number","Total","8,299",""
"2013","Latvia","Age reached during the year","Total","Number","Males","4,910",""
"2013","Latvia","Age reached during the year","Total","Number","Females","3,389",""
"2013","Lithuania","Age reached during the year","Total","Number","Total","22,011",""
"2013","Lithuania","Age reached during the year","Total","Number","Males","11,999",""
"2013","Lithuania","Age reached during the year","Total","Number","Females","10,012",""
"2013","Luxembourg","Age reached during the year","Total","Number","Total","21,098",""
"2013","Luxembourg","Age reached during the year","Total","Number","Males","11,379",""
"2013","Luxembourg","Age reached during the year","Total","Number","Females","9,719",""
"2013","Hungary","Age reached during the year","Total","Number","Total","38,968",""
"2013","Hungary","Age reached during the year","Total","Number","Males","21,899",""
"2013","Hungary","Age reached during the year","Total","Number","Females","17,069",""
"2013","Malta","Age reached during the year","Total","Number","Total","10,897",""
"2013","Malta","Age reached during the year","Total","Number","Males","6,355",""
"2013","Malta","Age reached during the year","Total","Number","Females","4,542",""
"2013","Netherlands","Age reached during the year","Total","Number","Total","129,428",""
"2013","Netherlands","Age reached during the year","Total","Number","Males","65,858",""
"2013","Netherlands","Age reached during the year","Total","Number","Females","63,570",""
"2013","Austria","Age reached during the year","Total","Number","Total","101,866",""
"2013","Austria","Age reached during the year","Total","Number","Males","54,434",""
"2013","Austria","Age reached during the year","Total","Number","Females","47,432",""
"2013","Poland","Age reached during the year","Total","Number","Total","220,311",""
"2013","Poland","Age reached during the year","Total","Number","Males","128,486",""
"2013","Poland","Age reached during the year","Total","Number","Females","91,825",""
"2013","Portugal","Age reached during the year","Total","Number","Total","17,554",""
"2013","Portugal","Age reached during the year","Total","Number","Males","9,905",""
"2013","Portugal","Age reached during the year","Total","Number","Females","7,649",""
"2013","Romania","Age reached during the year","Total","Number","Total","153,646",""
"2013","Romania","Age reached during the year","Total","Number","Males","84,790",""
"2013","Romania","Age reached during the year","Total","Number","Females","68,856",""
"2013","Slovenia","Age reached during the year","Total","Number","Total","13,871",""
"2013","Slovenia","Age reached during the year","Total","Number","Males","8,465",""
"2013","Slovenia","Age reached during the year","Total","Number","Females","5,406",""
"2013","Slovakia","Age reached during the year","Total","Number","Total","5,149","p"
"2013","Slovakia","Age reached during the year","Total","Number","Males","2,967","p"
"2013","Slovakia","Age reached during the year","Total","Number","Females","2,182","p"
"2013","Finland","Age reached during the year","Total","Number","Total","31,941",""
"2013","Finland","Age reached during the year","Total","Number","Males","16,456",""
"2013","Finland","Age reached during the year","Total","Number","Females","15,485",""
"2013","Sweden","Age reached during the year","Total","Number","Total","115,845",""
"2013","Sweden","Age reached during the year","Total","Number","Males","60,426",""
"2013","Sweden","Age reached during the year","Total","Number","Females","55,419",""
"2013","Iceland","Age reached during the year","Total","Number","Total","6,406",""
"2013","Iceland","Age reached during the year","Total","Number","Males","3,348",""
"2013","Iceland","Age reached during the year","Total","Number","Females","3,058",""
"2013","Liechtenstein","Age reached during the year","Total","Number","Total","696",""
"2013","Liechtenstein","Age reached during the year","Total","Number","Males","351",""
"2013","Liechtenstein","Age reached during the year","Total","Number","Females","345",""
"2013","Norway","Age reached during the year","Total","Number","Total","68,313",""
"2013","Norway","Age reached during the year","Total","Number","Males","37,150",""
"2013","Norway","Age reached during the year","Total","Number","Females","31,163",""
"2013","Switzerland","Age reached during the year","Total","Number","Total","160,157",""
"2013","Switzerland","Age reached during the year","Total","Number","Males","83,316",""
"2013","Switzerland","Age reached during the year","Total","Number","Females","76,841",""
"2013","United Kingdom","Age reached during the year","Total","Number","Total","526,046",""
"2013","United Kingdom","Age reached during the year","Total","Number","Males","262,418",""
"2013","United Kingdom","Age reached during the year","Total","Number","Females","263,628",""
"2013","Montenegro","Age reached during the year","Total","Number","Total","5,112",""
"2013","Montenegro","Age reached during the year","Total","Number","Males","2,916",""
"2013","Montenegro","Age reached during the year","Total","Number","Females","2,196",""
"2013","North Macedonia","Age reached during the year","Total","Number","Total","2,050",""
"2013","North Macedonia","Age reached during the year","Total","Number","Males","1,080",""
"2013","North Macedonia","Age reached during the year","Total","Number","Females","970",""
"2014","Belgium","Age reached during the year","Total","Number","Total","123,158",""
"2014","Belgium","Age reached during the year","Total","Number","Males","65,477",""
"2014","Belgium","Age reached during the year","Total","Number","Females","57,681",""
"2014","Bulgaria","Age reached during the year","Total","Number","Total","26,615","p"
"2014","Bulgaria","Age reached during the year","Total","Number","Males","14,712","p"
"2014","Bulgaria","Age reached during the year","Total","Number","Females","11,903","p"
"2014","Czechia","Age reached during the year","Total","Number","Total","29,897",""
"2014","Czechia","Age reached during the year","Total","Number","Males","16,442",""
"2014","Czechia","Age reached during the year","Total","Number","Females","13,455",""
"2014","Denmark","Age reached during the year","Total","Number","Total","68,388",""
"2014","Denmark","Age reached during the year","Total","Number","Males","36,739",""
"2014","Denmark","Age reached during the year","Total","Number","Females","31,649",""
"2014","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","884,893","e"
"2014","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Males","518,252","e"
"2014","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Females","366,641","e"
"2014","Estonia","Age reached during the year","Total","Number","Total","3,904",""
"2014","Estonia","Age reached during the year","Total","Number","Males","2,176",""
"2014","Estonia","Age reached during the year","Total","Number","Females","1,728",""
"2014","Ireland","Age reached during the year","Total","Number","Total","73,519",""
"2014","Ireland","Age reached during the year","Total","Number","Males","34,494",""
"2014","Ireland","Age reached during the year","Total","Number","Females","39,025",""
"2014","Greece","Age reached during the year","Total","Number","Total","59,013",""
"2014","Greece","Age reached during the year","Total","Number","Males","32,154",""
"2014","Greece","Age reached during the year","Total","Number","Females","26,859",""
"2014","Spain","Age reached during the year","Total","Number","Total","305,454",""
"2014","Spain","Age reached during the year","Total","Number","Males","151,949",""
"2014","Spain","Age reached during the year","Total","Number","Females","153,505",""
"2014","France","Age reached during the year","Total","Number","Total","340,383",""
"2014","France","Age reached during the year","Total","Number","Males","162,542",""
"2014","France","Age reached during the year","Total","Number","Females","177,841",""
"2014","Croatia","Age reached during the year","Total","Number","Total","10,638",""
"2014","Croatia","Age reached during the year","Total","Number","Males","5,672",""
"2014","Croatia","Age reached during the year","Total","Number","Females","4,966",""
"2014","Italy","Age reached during the year","Total","Number","Total","277,631",""
